gene,description,apoptosis,cell_cycle,p53_signaling,immune_response,metabolism,DNA_repair,angiogenesis,inflammation,oxidative_stress,transcription_regulation
GENE_1794,Predicted function for GENE_1794 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1795,Predicted function for GENE_1795 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1796,Predicted function for GENE_1796 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1797,Predicted function for GENE_1797 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1798,Predicted function for GENE_1798 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1799,Predicted function for GENE_1799 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1800,Predicted function for GENE_1800 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1801,Predicted function for GENE_1801 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1802,Predicted function for GENE_1802 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1803,Predicted function for GENE_1803 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1804,Predicted function for GENE_1804 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1805,Predicted function for GENE_1805 based on expression profile.,0,0,1,0,0,0,0,0,1,0
GENE_1806,Predicted function for GENE_1806 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1807,Predicted function for GENE_1807 based on expression profile.,0,0,0,0,1,0,0,1,0,0
GENE_1808,Predicted function for GENE_1808 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1809,Predicted function for GENE_1809 based on expression profile.,0,0,0,0,1,0,1,0,0,0
GENE_1810,Predicted function for GENE_1810 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1811,Predicted function for GENE_1811 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1812,Predicted function for GENE_1812 based on expression profile.,0,0,0,0,1,0,1,0,0,0
GENE_1813,Predicted function for GENE_1813 based on expression profile.,0,0,1,0,1,0,0,0,0,0
GENE_1814,Predicted function for GENE_1814 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1815,Predicted function for GENE_1815 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1816,Predicted function for GENE_1816 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1817,Predicted function for GENE_1817 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1818,Predicted function for GENE_1818 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1819,Predicted function for GENE_1819 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_1820,Predicted function for GENE_1820 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1821,Predicted function for GENE_1821 based on expression profile.,0,0,0,1,1,0,0,0,0,0
GENE_1822,Predicted function for GENE_1822 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1823,Predicted function for GENE_1823 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1824,Predicted function for GENE_1824 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_1825,Predicted function for GENE_1825 based on expression profile.,0,0,1,1,0,0,0,0,0,0
GENE_1826,Predicted function for GENE_1826 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1827,Predicted function for GENE_1827 based on expression profile.,1,0,0,0,0,0,0,0,0,1
GENE_1828,Predicted function for GENE_1828 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1829,Predicted function for GENE_1829 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1830,Predicted function for GENE_1830 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1831,Predicted function for GENE_1831 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1832,Predicted function for GENE_1832 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1833,Predicted function for GENE_1833 based on expression profile.,0,0,0,0,0,0,1,0,1,0
GENE_1834,Predicted function for GENE_1834 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_1835,Predicted function for GENE_1835 based on expression profile.,0,1,0,0,0,0,0,0,0,1
GENE_1836,Predicted function for GENE_1836 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1837,Predicted function for GENE_1837 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1838,Predicted function for GENE_1838 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1839,Predicted function for GENE_1839 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_1840,Predicted function for GENE_1840 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_1841,Predicted function for GENE_1841 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1842,Predicted function for GENE_1842 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1843,Predicted function for GENE_1843 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1844,Predicted function for GENE_1844 based on expression profile.,0,0,0,0,0,1,0,1,0,0
GENE_1845,Predicted function for GENE_1845 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1846,Predicted function for GENE_1846 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1847,Predicted function for GENE_1847 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1848,Predicted function for GENE_1848 based on expression profile.,1,0,0,0,0,0,0,1,0,0
GENE_1849,Predicted function for GENE_1849 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1850,Predicted function for GENE_1850 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1851,Predicted function for GENE_1851 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1852,Predicted function for GENE_1852 based on expression profile.,0,0,1,0,0,0,0,0,0,1
GENE_1853,Predicted function for GENE_1853 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1854,Predicted function for GENE_1854 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1855,Predicted function for GENE_1855 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1856,Predicted function for GENE_1856 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1857,Predicted function for GENE_1857 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1858,Predicted function for GENE_1858 based on expression profile.,0,0,1,0,0,0,0,0,0,1
GENE_1859,Predicted function for GENE_1859 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1860,Predicted function for GENE_1860 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_1861,Predicted function for GENE_1861 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1862,Predicted function for GENE_1862 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1863,Predicted function for GENE_1863 based on expression profile.,0,0,1,1,0,0,0,0,0,0
GENE_1864,Predicted function for GENE_1864 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1865,Predicted function for GENE_1865 based on expression profile.,0,1,0,1,0,0,0,0,0,0
GENE_1866,Predicted function for GENE_1866 based on expression profile.,0,1,0,0,0,0,0,0,1,0
GENE_1867,Predicted function for GENE_1867 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1868,Predicted function for GENE_1868 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1869,Predicted function for GENE_1869 based on expression profile.,0,1,0,0,1,0,0,0,0,0
GENE_1870,Predicted function for GENE_1870 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_1871,Predicted function for GENE_1871 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1872,Predicted function for GENE_1872 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_1873,Predicted function for GENE_1873 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1874,Predicted function for GENE_1874 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1875,Predicted function for GENE_1875 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1876,Predicted function for GENE_1876 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_1877,Predicted function for GENE_1877 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1878,Predicted function for GENE_1878 based on expression profile.,0,0,0,0,0,1,0,0,1,0
GENE_1879,Predicted function for GENE_1879 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1880,Predicted function for GENE_1880 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_1881,Predicted function for GENE_1881 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1882,Predicted function for GENE_1882 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1883,Predicted function for GENE_1883 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1884,Predicted function for GENE_1884 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1885,Predicted function for GENE_1885 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1886,Predicted function for GENE_1886 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1887,Predicted function for GENE_1887 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1888,Predicted function for GENE_1888 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1889,Predicted function for GENE_1889 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1890,Predicted function for GENE_1890 based on expression profile.,0,1,0,1,0,0,0,0,0,0
GENE_1891,Predicted function for GENE_1891 based on expression profile.,1,0,0,0,0,0,1,0,0,0
GENE_1892,Predicted function for GENE_1892 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1893,Predicted function for GENE_1893 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1894,Predicted function for GENE_1894 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1895,Predicted function for GENE_1895 based on expression profile.,1,0,0,0,0,0,0,1,0,0
GENE_1896,Predicted function for GENE_1896 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1897,Predicted function for GENE_1897 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1898,Predicted function for GENE_1898 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1899,Predicted function for GENE_1899 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1900,Predicted function for GENE_1900 based on expression profile.,0,0,0,1,0,0,0,1,0,0
GENE_1901,Predicted function for GENE_1901 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1902,Predicted function for GENE_1902 based on expression profile.,0,0,0,0,1,1,0,0,0,0
GENE_1903,Predicted function for GENE_1903 based on expression profile.,0,0,0,0,1,1,0,0,0,0
GENE_1904,Predicted function for GENE_1904 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1905,Predicted function for GENE_1905 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1906,Predicted function for GENE_1906 based on expression profile.,0,0,0,0,0,1,0,1,0,0
GENE_1907,Predicted function for GENE_1907 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_1908,Predicted function for GENE_1908 based on expression profile.,0,0,0,0,0,1,0,1,0,0
GENE_1909,Predicted function for GENE_1909 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1910,Predicted function for GENE_1910 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_1911,Predicted function for GENE_1911 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1912,Predicted function for GENE_1912 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_1913,Predicted function for GENE_1913 based on expression profile.,0,1,1,0,0,0,0,0,0,0
GENE_1914,Predicted function for GENE_1914 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1915,Predicted function for GENE_1915 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1916,Predicted function for GENE_1916 based on expression profile.,0,0,0,0,1,0,0,0,1,0
GENE_1917,Predicted function for GENE_1917 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1918,Predicted function for GENE_1918 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1919,Predicted function for GENE_1919 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1920,Predicted function for GENE_1920 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1921,Predicted function for GENE_1921 based on expression profile.,1,0,0,0,0,1,0,0,0,0
GENE_1922,Predicted function for GENE_1922 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1923,Predicted function for GENE_1923 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1924,Predicted function for GENE_1924 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1925,Predicted function for GENE_1925 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1926,Predicted function for GENE_1926 based on expression profile.,0,0,0,1,1,0,0,0,0,0
GENE_1927,Predicted function for GENE_1927 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1928,Predicted function for GENE_1928 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1929,Predicted function for GENE_1929 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1930,Predicted function for GENE_1930 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1931,Predicted function for GENE_1931 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1932,Predicted function for GENE_1932 based on expression profile.,1,0,0,0,0,1,0,0,0,0
GENE_1933,Predicted function for GENE_1933 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_1934,Predicted function for GENE_1934 based on expression profile.,1,0,0,0,0,1,0,0,0,0
GENE_1935,Predicted function for GENE_1935 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1936,Predicted function for GENE_1936 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_1937,Predicted function for GENE_1937 based on expression profile.,0,0,0,0,0,0,1,0,1,0
GENE_1938,Predicted function for GENE_1938 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1939,Predicted function for GENE_1939 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1940,Predicted function for GENE_1940 based on expression profile.,0,0,0,1,0,1,0,0,0,0
GENE_1941,Predicted function for GENE_1941 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1942,Predicted function for GENE_1942 based on expression profile.,0,0,1,0,0,0,1,0,0,0
GENE_1943,Predicted function for GENE_1943 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1944,Predicted function for GENE_1944 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_1945,Predicted function for GENE_1945 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1946,Predicted function for GENE_1946 based on expression profile.,1,0,0,0,0,0,0,1,0,0
GENE_1947,Predicted function for GENE_1947 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1948,Predicted function for GENE_1948 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1949,Predicted function for GENE_1949 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_1950,Predicted function for GENE_1950 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_1951,Predicted function for GENE_1951 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_1952,Predicted function for GENE_1952 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_1953,Predicted function for GENE_1953 based on expression profile.,1,0,0,0,0,0,0,1,0,0
GENE_1954,Predicted function for GENE_1954 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_1955,Predicted function for GENE_1955 based on expression profile.,0,1,0,0,0,0,0,0,0,1
GENE_1956,Predicted function for GENE_1956 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1957,Predicted function for GENE_1957 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1958,Predicted function for GENE_1958 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1959,Predicted function for GENE_1959 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1960,Predicted function for GENE_1960 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1961,Predicted function for GENE_1961 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1962,Predicted function for GENE_1962 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1963,Predicted function for GENE_1963 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1964,Predicted function for GENE_1964 based on expression profile.,0,0,0,1,1,0,0,0,0,0
GENE_1965,Predicted function for GENE_1965 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_1966,Predicted function for GENE_1966 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1967,Predicted function for GENE_1967 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1968,Predicted function for GENE_1968 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1969,Predicted function for GENE_1969 based on expression profile.,0,0,0,1,0,0,0,0,1,0
GENE_1970,Predicted function for GENE_1970 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1971,Predicted function for GENE_1971 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1972,Predicted function for GENE_1972 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1973,Predicted function for GENE_1973 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1974,Predicted function for GENE_1974 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_1975,Predicted function for GENE_1975 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1976,Predicted function for GENE_1976 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1977,Predicted function for GENE_1977 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_1978,Predicted function for GENE_1978 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1979,Predicted function for GENE_1979 based on expression profile.,1,0,0,0,0,0,0,1,0,0
GENE_1980,Predicted function for GENE_1980 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_1981,Predicted function for GENE_1981 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_1982,Predicted function for GENE_1982 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_1983,Predicted function for GENE_1983 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1984,Predicted function for GENE_1984 based on expression profile.,0,0,1,0,0,0,1,0,0,0
GENE_1985,Predicted function for GENE_1985 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1986,Predicted function for GENE_1986 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_1987,Predicted function for GENE_1987 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_1988,Predicted function for GENE_1988 based on expression profile.,0,0,0,0,0,1,1,0,0,0
GENE_1989,Predicted function for GENE_1989 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_1990,Predicted function for GENE_1990 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_1991,Predicted function for GENE_1991 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_1992,Predicted function for GENE_1992 based on expression profile.,0,0,0,0,0,1,0,0,1,0
GENE_1993,Predicted function for GENE_1993 based on expression profile.,0,0,0,0,0,0,0,1,0,0
